row,col,radius,sum
665,447,10.363636363636363,15677093.0
622,447,10.363636363636363,15023578.0
578,447,10.363636363636363,15317072.0
714,447,10.363636363636363,15369611.0
529,447,10.363636363636363,16155140.0
